#metadataBlock	name	dataverseAlias	displayName												
	miappe1.1.variable_name	Variable name	Name of the variable.	Anthesis computed in growing degree days	textbox	89	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.variable_accession_number	Variable accession number	Accession number of the variable in the Crop Ontology	CO_322:0000794	text	90	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.trait	Trait*	Name of the (plant or environmental) trait under observation	Anthesis time ; Reproductive growth time	textbox	91	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.trait_accession_number	Trait accession number	Accession number of the trait in a suitable controlled vocabulary (Crop Ontology, Trait Ontology).	CO_322:0000030 ; TO:0000366	text	92	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.method	Method*	Name of the method of observation	Growing degree days to anthesis	textbox	93	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.method_accession_number	Method accession number	Accession number of the method in a suitable controlled vocabulary (Crop Ontology, Trait Ontology).	CO_322:0000189	text	94	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.method_description	Method description	Textual description of the method, which may extend a method defined in an external reference with specific parameters, e.g. growth stage, inoculation precise organ (leaf number)	Days to anthesis for male flowering was measured in thermal time (GDD: growing degree-days) according to Ritchie J, NeSmith D (1991;Temperature and crop development. Modeling plant and soil systems American Society of Agronomy Madison, Wisconsin USA) w...	textbox	95	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.reference_associated_to_the_method	Reference associated to the method	URI/DOI of reference describing the method.	http://doi.org/10.2134/agronmonogr31.c2	textbox	96	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.scale	Scale*	Name of the scale associated with the variable	°C day	textbox	97	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.scale_accession_number	Scale accession number	Accession number of the scale in a suitable controlled vocabulary (Crop Ontology).	CO_322:0000510	text	98	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.time_scale	Time scale	Name of the scale or unit of time with which observations of this type were recorded in the data file (for time series studies).	Growing degree day (GDD) ; Date/Time	text	99	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
#controlledVocabulary	DatasetField	Value	identifier	displayOrder											
	miappe1.1.miappe_version	MIAPPE 1.1	MIAPPE_version_1.1	0											
